loan_id,amount,tenure,status,start_date,dpd,person_id,name,gender,address,pan,dob
LN38261,321131,36,closed,2020-07-05,1,P027109,HFrYKTMy,M,"""dXrFx City""",BBMSA5729X,17-12-1972
LN86419,370460,12,default,2023-06-05,64,P027110,rqHvAgKY,M,"""yKVCR City""",MBPBE8837W,14-11-2001
LN11017,243173,24,closed,2023-06-05,35,P027111,eTlKwCXp,M,"""VCFAM City""",LYBYM1191N,11-06-1990
LN76559,139528,36,default,2020-08-03,70,P027112,ODpirXtP,M,"""izHVc City""",YEGYO3041O,14-04-1993
LN79320,441103,12,closed,2020-11-22,14,P027113,qPjrgtvv,F,"""FHtHN City""",WJJHS6472D,22-12-2001
LN64036,181616,24,closed,2020-01-09,13,P027114,mpqdmdzU,M,"""KNcbk City""",XOFHS5395L,19-07-1973
LN85405,22873,24,closed,2021-02-14,9,P027115,FHmeFeYW,M,"""SItEE City""",VFTSS8288B,26-06-1973
LN14856,113703,36,default,2023-11-11,90,P027116,hRxkYUAD,F,"""zyRcR City""",FENYD7247M,18-09-1994
LN14060,37037,24,default,2024-09-12,16,P027117,HkGibNbl,F,"""VfolG City""",LHGDS6124A,10-07-1970
LN88530,77639,24,closed,2024-08-04,35,P027118,SNmuROgi,M,"""kFkhk City""",FIIRD1077T,06-06-2003
LN88593,129512,36,closed,2023-11-20,31,P027119,XUBUijyi,M,"""GLRAq City""",GAFKQ8118K,18-07-1988
LN73185,309340,12,default,2022-06-15,15,P027120,pUJZLUTZ,M,"""LmRkm City""",ANKDL8155R,24-11-1996
LN82447,264804,24,closed,2024-11-17,66,P027121,bLtbZSjL,F,"""hmNMS City""",TUBQP8238L,14-11-1975
LN71026,234371,24,default,2023-09-25,13,P027122,SzWdnkzp,M,"""XXCgz City""",RBQJD4632I,27-07-1988
LN61488,482301,6,default,2022-12-01,47,P027123,VaxdyPHL,M,"""KOMXY City""",HXBOU2146T,21-12-2003
LN97343,365113,6,closed,2024-02-23,34,P027124,BpzWWHJG,F,"""IZTyQ City""",MOHLD1782X,14-06-1983
LN91060,355841,36,default,2024-05-02,46,P027125,SUkBBYER,F,"""PASXQ City""",NVPQY1870X,05-02-1973
LN45305,270063,12,active,2024-10-03,53,P027126,nMMAjnOV,F,"""tRjGc City""",DLCPR9313U,10-04-1977
LN57841,357497,12,closed,2023-04-17,30,P027127,KbWRkcZk,F,"""gUiEq City""",ZYXMA8576Q,02-02-1970
LN17889,230463,6,active,2020-11-20,21,P027128,cshVhxrh,M,"""DfxeS City""",GEQNG4060R,18-04-1991
LN77884,291831,6,closed,2022-08-03,78,P027129,RCkCSZac,M,"""ZOLek City""",LKVYZ9984U,12-02-1996
LN90791,116509,36,closed,2024-12-10,63,P027130,wzmXZaec,F,"""sYXVe City""",TJXOO7799X,14-08-1975
LN20400,258542,36,default,2024-02-18,84,P027131,jwyIIhVw,M,"""PyCzw City""",JYEUZ6598F,23-05-1985
LN14962,480875,6,closed,2020-08-25,76,P027132,KiaMfuJR,F,"""VaMoI City""",BUDQU4432H,11-10-1998
LN99232,60241,36,active,2022-07-24,34,P027133,xvOBNFvt,M,"""YXDOe City""",BEWUK6405W,20-12-1985
LN67844,420145,6,closed,2020-03-02,11,P027134,VDvhVALV,F,"""otkjl City""",IISPC8212A,14-01-1992
LN25507,468204,36,closed,2022-02-03,21,P027135,nZEPjBeX,F,"""fnyJE City""",ANPEN1655U,19-01-1985
LN47163,72298,12,closed,2023-08-12,13,P027136,BJlVzHoz,M,"""Gsajn City""",RNFXV2784D,25-05-1983
LN99460,399720,36,closed,2023-03-25,40,P027137,xBEgrrCW,M,"""sGLZy City""",BXWSU9678A,01-06-1974
LN57664,468450,24,active,2020-07-07,0,P027138,FmKNLHxH,F,"""ehxWU City""",GMJLI7661C,27-12-1975
LN73029,247276,36,active,2022-12-12,28,P027139,hGHEbWtk,F,"""lRyQp City""",YOARF5004O,24-03-1989
LN25864,350862,12,closed,2020-04-08,81,P027140,GqUQphif,F,"""COICW City""",WRREO4539T,16-01-1980
LN15001,424871,24,closed,2020-04-26,14,P027141,dHCBHcqI,F,"""BoMNy City""",EGFIL3215C,13-12-1997
LN88050,292584,24,default,2023-09-11,5,P027142,xQXBTikV,F,"""jNBnA City""",XAKPE6153Q,19-06-2003
LN68995,164866,6,default,2024-10-23,69,P027143,YwfzgTDR,M,"""RZAwL City""",NBBHD9284S,11-03-1975
LN28945,468297,6,closed,2020-06-15,52,P027144,LrvzlrEG,F,"""ryEQg City""",NXXJZ6086W,08-04-2004
LN79144,408266,36,closed,2022-07-16,82,P027145,mGTiKRar,F,"""HMEbG City""",SSSIA3651F,20-03-2002
LN38947,303111,6,active,2021-10-27,40,P027146,VtrUAhPi,M,"""GEzfP City""",AALTV1868U,15-12-1988
LN76043,85858,36,default,2021-04-27,65,P027147,jRsdpmJX,F,"""REjsm City""",NSUYX1215F,09-09-1983
LN10671,284669,24,active,2020-02-24,1,P027148,kSkmeQFK,M,"""hmZnt City""",KYFEH1526Q,18-11-1978
LN31286,439674,6,active,2023-11-18,81,P027149,OooOVEln,M,"""YbOBq City""",GSSEQ6322X,13-07-1992
LN46720,336350,24,active,2020-04-22,78,P027150,DRqQZqGY,M,"""KlTKM City""",JXDND5592G,12-11-1983
LN74425,109003,36,closed,2024-06-25,12,P027151,djhogCPs,M,"""ANcxf City""",HHUIM6359E,27-06-1990
LN11267,133692,36,active,2021-09-08,18,P027152,JlUJJNOt,F,"""sWrBk City""",FRGOD7086U,15-02-1972
LN56825,239078,24,closed,2022-09-23,34,P027153,tTJQeOvo,M,"""uBNnd City""",JPPZM9711L,09-10-1974
LN53627,261736,24,closed,2023-02-18,38,P027154,wkjoJypl,M,"""UIEvN City""",MNTPP3977P,09-01-1993
LN31903,387015,12,closed,2021-08-11,68,P027155,scbEpLpw,M,"""xshnR City""",CTSJW8365A,13-09-1973
LN68656,234200,12,closed,2024-12-11,19,P027156,GCJnMHzV,F,"""MUPqs City""",YEUID9882Y,20-10-1990
LN45443,82911,36,default,2020-11-10,3,P027157,uvgmMpiq,F,"""UNWwl City""",DETFB3157V,03-10-2004
LN10310,441040,36,closed,2024-03-06,68,P027158,dUNzIRes,F,"""pGxum City""",QKRJB2020D,22-05-1973
LN69550,245693,36,active,2022-09-23,0,P027159,gWtBAxlt,M,"""xwGFe City""",ZVRCI3565K,26-06-1997
LN30745,386334,36,default,2021-06-03,18,P027160,mcHewNGl,M,"""mdCHY City""",SSLWP3249R,17-05-1985
LN28253,481857,24,default,2024-08-25,54,P027161,fzKKmtTo,M,"""fJaqJ City""",DYXHY7431Q,24-05-2000
LN44454,75825,36,default,2020-12-06,11,P027162,vhXtOqIY,M,"""RIfYQ City""",JWYNP3672C,24-10-1980
LN41658,201631,6,closed,2023-02-08,3,P027163,otfZpcpY,F,"""dBQun City""",EEWQM4940H,23-05-1973
LN57275,223356,36,active,2023-09-21,62,P027164,JTtVeKjY,F,"""BzgaU City""",KWTCG5576N,15-11-1983
LN77630,239582,12,default,2021-01-03,87,P027165,mqdQBVMd,M,"""ybGYA City""",KQAZA8531H,03-03-1984
LN72447,144200,6,closed,2024-04-10,19,P027166,FKjLJZyK,F,"""otacw City""",JTWPJ8577F,14-05-1979
LN78795,448236,24,active,2023-09-27,68,P027167,hdSGynFS,F,"""aahWm City""",XFHDI1353A,23-11-1979
LN95199,271034,6,default,2021-04-21,1,P027168,pbsoAhqz,F,"""XQVOK City""",QQEGX9385F,17-03-1978
LN14974,113711,36,default,2021-07-23,59,P027169,oWJmSeeN,F,"""uUTfc City""",CDDMT5276T,15-11-1972
LN56480,170997,12,default,2024-12-19,55,P027170,nKDmhYcV,F,"""sgfJO City""",RKQMA6423V,17-02-1979
LN17968,436785,12,closed,2020-03-16,41,P027171,ZEKmboKu,M,"""DznPY City""",IKLKF4369R,01-11-1986
LN31595,303641,6,active,2022-02-21,43,P027172,sZJWoUHd,M,"""GrzKW City""",NNOIG1847Q,16-08-2003
LN16383,374046,6,active,2023-07-20,48,P027173,ufYFGzpe,F,"""WGGNT City""",DXQOY3556W,18-07-1977
LN91770,430957,6,active,2022-04-03,51,P027174,OeMJywQc,M,"""rhZsG City""",VCYTG4326B,08-11-1995
LN82505,426379,12,default,2024-07-14,48,P027175,eiGCgnUD,F,"""cvfky City""",PRVYT1769S,12-05-2002
LN36169,167772,6,closed,2020-05-06,58,P027176,EMhrpobg,F,"""DoiJj City""",LVRFB4652L,11-10-1984
LN37081,326899,6,active,2020-06-08,40,P027177,KkEnigey,M,"""rIjeR City""",ZENWW7180D,23-01-1991
LN69479,226935,36,active,2022-03-22,52,P027178,qVgRPGwe,M,"""BwvcW City""",BKCVU3646Q,19-06-2002
LN13326,134742,36,closed,2022-08-15,57,P027179,iWbGaSQe,M,"""Agybb City""",VQXVT3934L,04-06-1991
LN24796,393192,12,closed,2024-05-26,61,P027180,drBGVDOK,F,"""nVebi City""",CAPRV5500S,15-05-1989
LN90031,135818,12,active,2023-10-22,64,P027181,SXiVBRKC,F,"""KeUZA City""",MGPLK6610F,20-11-1977
LN58849,373859,24,closed,2024-01-27,85,P027182,flVyrKwL,M,"""KOJGN City""",UKQCC8523T,08-04-1986
LN34938,457453,36,default,2022-03-10,47,P027183,OIyqfrdO,F,"""AFBHz City""",AUYNA5827G,24-10-2004
LN96486,497548,6,default,2024-01-24,76,P027184,uVqzgHKW,M,"""raFfl City""",CYQVW7749I,17-02-1985
LN26303,24221,12,default,2020-05-19,17,P027185,agtkAOns,F,"""FzncE City""",MRLYM3096S,11-02-1999
LN61558,391429,12,closed,2022-01-21,31,P027186,nHGLwFsJ,F,"""ctQIW City""",ZVHDH8672A,10-11-1988
LN66309,247663,36,default,2022-10-02,88,P027187,oXDHejnU,M,"""iHrMC City""",KQFEA9729G,09-08-1975
LN93502,412552,24,closed,2020-06-18,73,P027188,BaSwEAWS,M,"""Fwgiz City""",VFIEU9263Z,24-11-1982
LN19553,256659,36,active,2024-02-17,35,P027189,ikqUkyjD,M,"""vHfrs City""",JDVDY4934U,07-02-1996
LN57942,334177,24,active,2023-09-04,62,P027190,gNKJeqDJ,M,"""rMThZ City""",HBAHS3357L,01-10-1980
LN46810,438256,12,active,2022-02-13,79,P027191,ZULqrVor,M,"""FDuXq City""",AIJNP4780M,26-08-1992
LN26491,303332,24,active,2020-09-02,31,P027192,hMURxtcw,F,"""iCNFr City""",WWXQI5156Q,21-11-2004
LN31151,24030,24,default,2021-03-28,5,P027193,PgTvosiN,M,"""MrYZg City""",KWVJA5034Y,21-02-1990
LN10334,220242,12,default,2021-05-05,90,P027194,AEPLacUJ,F,"""NjTrX City""",UTYFQ3653C,15-06-1971
LN45607,47418,36,active,2023-09-06,51,P027195,JFmrPnYm,M,"""snJQK City""",EFEYE1496I,18-06-2003
LN99693,56812,36,active,2020-05-26,22,P027196,DUiHTmhb,F,"""GAqnY City""",YBBWU1744R,08-08-1971
LN17671,151107,12,closed,2021-06-23,79,P027197,DpCfxJzr,F,"""lNQET City""",MJSFN9339S,08-06-1980
LN32458,206907,12,default,2023-02-06,4,P027198,xrjAAeoQ,F,"""sdPXo City""",TPHLW2756X,27-06-1976
LN39459,262900,24,active,2021-08-10,27,P027199,tOhodZeu,M,"""ekhqM City""",FOWBT2778G,02-12-1992
LN46040,468953,36,active,2023-08-18,65,P027200,HIlcUBWN,M,"""FERbB City""",HYVJY6370T,20-06-1982
LN38724,243400,24,active,2023-04-06,77,P027201,ChbMnXDz,M,"""lraCS City""",XCDMT8232G,18-11-1979
LN18998,238707,24,active,2024-01-10,30,P027202,yCITsOqj,F,"""PszhC City""",IGKXO9091V,20-07-1971
LN46485,482767,36,default,2021-02-26,18,P027203,hIVcYHOu,M,"""ankel City""",SGEUT4633W,14-11-2001
LN56193,82567,36,closed,2020-09-09,40,P027204,PcNKpcki,M,"""IVXPx City""",AJIDU8983Q,06-10-1999
LN93444,329817,12,closed,2024-03-07,43,P027205,wJMaUuZx,M,"""dozzv City""",ZPKHL8797T,21-09-1999
LN95539,249805,6,closed,2024-01-06,25,P027206,WZWTNgKO,F,"""QWqyv City""",SEZHT9378W,25-11-2000
LN75208,307630,24,closed,2024-11-24,39,P027207,phGRucFa,F,"""BfXGG City""",LLAKR4554U,12-08-2000
LN74357,225913,36,active,2023-08-28,87,P027208,jAtAquwX,F,"""FbqSt City""",HEYWP4026W,14-10-2005
LN59441,472122,24,closed,2023-11-08,48,P027209,EFLuxaMu,F,"""dKIkB City""",XKGCW7990K,21-11-1986
LN38130,141390,36,active,2022-03-16,53,P027210,kTZjgZDc,F,"""RMjuN City""",LVJBB9295M,04-05-2002
LN10043,211734,12,default,2021-07-03,31,P027211,kFaYcknY,M,"""XSjWt City""",RVCWU1487Z,09-01-1990
LN63280,248301,36,active,2022-03-15,71,P027212,NViWPTeR,F,"""npXsC City""",HVKHN3786T,27-08-1990
LN71011,24358,6,closed,2023-10-08,1,P027213,SxxJrEhI,F,"""iLfzX City""",ETPYF6672U,21-05-1983
LN67894,103647,24,default,2024-10-04,13,P027214,fhRBtWnD,F,"""XfQGv City""",USING8128N,03-05-1973
LN83203,137955,6,closed,2024-05-16,85,P027215,womFvVVk,F,"""wqPsI City""",MVWNJ4250M,22-06-1989
LN74848,21679,12,closed,2022-02-08,7,P027216,mlCMyqyb,M,"""pzVvN City""",RLHQR3495T,18-06-1989
LN23612,76531,24,active,2023-12-24,34,P027217,LPFNaVnM,F,"""SNWMl City""",WOIFU8744I,24-03-1972
LN22692,176831,12,active,2024-08-07,88,P027218,lSmdphoy,M,"""TNyji City""",PGJNR1662V,14-07-1982
LN55616,337541,6,closed,2023-08-26,4,P027219,CCKsfVXj,M,"""tYlsX City""",RGQEV8754Z,02-10-2004
LN51042,348763,24,closed,2024-12-16,75,P027220,vvXoKszm,M,"""IdGfQ City""",SOPTM8047N,09-02-2004
LN72367,201241,12,active,2023-11-23,2,P027221,QjipXYom,M,"""fUlJg City""",XSCLW8343I,21-02-2005
LN88993,166829,24,default,2020-04-04,40,P027222,mzFYLFPv,F,"""trnzc City""",WAKJV9773Y,03-12-1988
LN26044,170846,36,closed,2022-01-20,65,P027223,CwjutRjj,M,"""zWUDy City""",WBKTV5248J,19-03-1991
LN60425,238790,6,default,2022-07-09,12,P027224,NDldZUXL,F,"""ihCyb City""",VJMOK2991I,10-05-2005
LN65524,305668,6,closed,2024-10-09,34,P027225,bivLeKoF,M,"""Xymvp City""",SEPDT5212D,21-04-1978
LN10594,110121,6,default,2022-04-02,64,P027226,FJheArdX,M,"""xVfxd City""",BRNDT4803M,15-10-1981
LN49549,469783,6,default,2020-07-26,41,P027227,zIovvxtc,M,"""ymEMM City""",OQFJT6840X,19-05-1982
LN70714,10733,12,default,2022-01-07,31,P027228,aHsobsAr,M,"""IfCjz City""",TMIIA2075J,27-12-1986
LN90957,208183,6,active,2021-05-22,19,P027229,fMhrGkUv,F,"""OutUq City""",CFTMR4119N,07-12-1974
LN98311,325061,6,default,2020-06-08,3,P027230,WsvjjZoD,M,"""MNeBP City""",EDGPZ1124F,23-05-1989
LN87677,499188,12,closed,2020-09-10,58,P027231,gqkDgkzy,F,"""TZMdg City""",FFCHN4615T,13-11-1981
LN34245,205831,6,active,2020-03-26,48,P027232,WngAUaSh,M,"""YuDwg City""",BJROI1113J,23-01-1971
LN92916,180983,24,default,2022-12-25,32,P027233,MuuXyeXj,F,"""OFiGL City""",JBTGK7981X,17-09-1988
LN72753,451902,36,closed,2020-08-08,19,P027234,gswfxOLR,F,"""FezMZ City""",UPEVI7585B,04-11-1984
LN44645,167904,6,active,2021-09-03,87,P027235,tGIYkBMU,F,"""rgnYb City""",YRLAO6594T,12-05-1982
LN99964,229877,12,default,2022-11-12,72,P027236,wjJudcuW,F,"""zqquB City""",UOKDC2937F,05-06-2004
LN42994,138146,6,default,2022-01-27,64,P027237,YijfTwSq,F,"""xoNgJ City""",QVFDL4908N,15-04-1994
LN65165,477003,24,closed,2021-03-03,23,P027238,IbLWdtRw,M,"""PMwwo City""",GMZAP3473F,22-10-1992
LN54995,466281,6,active,2022-05-26,74,P027239,JdtrDgmg,M,"""nYRdu City""",OQYFH4439D,22-11-2005
LN29057,245987,6,default,2020-08-26,24,P027240,wsAnNzCf,F,"""GLcih City""",XJEEE1042G,06-05-1970
LN48059,72856,12,default,2020-12-19,47,P027241,EdSgaTNe,M,"""dfRus City""",RNCAV9811R,17-03-1987
LN74304,115896,12,active,2020-01-01,14,P027242,xSOxppbT,M,"""BeUDD City""",RECLE5915K,15-10-1979
LN50852,402953,12,active,2023-07-04,68,P027243,TDXXSkng,F,"""ryjnE City""",TCCQA7627C,05-03-1986
LN14855,289341,12,default,2020-09-16,9,P027244,hZKzlHTr,M,"""QHULf City""",QLQDH7262J,16-10-2002
LN35205,221201,12,closed,2023-06-02,73,P027245,NDkqcyaH,M,"""IShsh City""",KUXQX1580C,07-04-1978
LN96027,421263,12,closed,2023-03-28,19,P027246,zPuYzpnF,F,"""fFzZL City""",AAWQV8722Y,08-04-1989
LN47049,230543,36,closed,2020-04-09,46,P027247,zbsUFGLW,F,"""sQmUO City""",LLSFV7487R,11-12-1973
LN74161,487451,12,default,2021-04-20,72,P027248,zYThpfJg,F,"""afkjx City""",GKNBO9541O,08-02-1976
LN60719,381417,6,active,2021-07-12,5,P027249,JePjLAED,F,"""SUHii City""",XRWOW6098I,05-05-1973
LN59374,107782,12,default,2022-02-25,90,P027250,VcyCvpSF,F,"""YQFDw City""",STKJL8089H,18-12-1998
LN33689,310203,36,closed,2023-09-22,20,P027251,AvaJbHcD,F,"""BVMpy City""",JKNGQ3770X,25-09-1984
LN32600,265406,12,default,2021-06-14,30,P027252,rpBNcbXq,F,"""nUwkC City""",OFMXA5412X,06-05-1994
LN54998,224657,24,default,2021-12-09,14,P027253,KSUobVNB,M,"""WSzKS City""",VWEKV4278K,19-12-2004
LN69090,41474,12,active,2024-04-27,13,P027254,gFFcRSKe,M,"""gloXT City""",MZSOA9639H,01-07-1976
LN22848,107259,36,default,2020-03-15,39,P027255,maejbLaN,F,"""EMuep City""",TJUTP7542F,14-02-1992
LN57025,276012,24,active,2020-11-12,70,P027256,ZISFwHWB,M,"""BcdbD City""",HMQPB3714Q,28-09-2002
LN48765,114473,6,active,2020-02-17,50,P027257,MZbKCjaS,M,"""ByWwj City""",PGGTV8077S,19-11-1988
LN82984,105736,6,active,2023-07-12,3,P027258,ODtJcjDy,F,"""XAnnq City""",VMNBE1793E,28-09-1972
LN88499,347358,12,closed,2024-08-18,87,P027259,EhwKFeli,F,"""YWevl City""",MUKXJ3243W,01-02-1994
LN50546,444053,6,active,2024-06-08,10,P027260,xrqoXZcH,F,"""VeeZT City""",BBVUQ1442A,08-05-1974
LN18950,381026,12,default,2023-08-23,35,P027261,KdOpMHmf,M,"""mObgs City""",QWZKT6857Y,03-05-1974
LN12419,398230,6,active,2021-09-09,57,P027262,DPGysMrZ,F,"""ksBEF City""",PADDG3057U,09-12-1978
LN92264,436388,6,closed,2024-08-25,46,P027263,fNGYXFkX,F,"""tEdTP City""",GIZWP7756G,28-06-1971
LN67459,129818,6,default,2024-07-09,76,P027264,QAQAUGTV,F,"""oTcul City""",SDIAK6472O,06-03-1980
LN36295,210087,12,closed,2020-12-11,7,P027265,KwrAgpdZ,F,"""fjDOQ City""",XSTQO9715H,06-09-1988
LN50429,172555,24,active,2021-07-15,8,P027266,JHKkdSiS,M,"""uMkAE City""",NYWWP8914K,21-05-1986
LN19319,296208,6,active,2021-05-28,63,P027267,sLVTANAk,F,"""lsuyk City""",NSSPT8350P,01-07-1976
LN93589,306782,36,active,2022-03-07,34,P027268,fcgLKfKu,M,"""EnjJj City""",EBIAW4473C,24-04-1984
LN18519,399623,24,default,2022-06-15,43,P027269,fANvhBsx,M,"""cQfna City""",TUGGI5597K,14-11-1978
LN97982,467270,36,active,2021-12-26,60,P027270,XzPtQepE,M,"""KoLuG City""",FSBGW1592K,17-11-1993
LN82485,405676,24,active,2023-06-08,77,P027271,UsGGpYmZ,M,"""zjuyE City""",KPLTB8858C,23-10-1983
LN17702,282265,12,closed,2021-03-23,75,P027272,ySoXgKsq,F,"""kqKQX City""",JXNVR4320O,27-06-2004
LN12461,479615,24,active,2021-11-15,74,P027273,FnsMdWPE,F,"""BcPio City""",YGFDJ5026H,18-07-1983
LN13014,320934,12,default,2022-05-21,12,P027274,uJXmQtnn,M,"""taebc City""",UDBKP4835Q,07-10-2002
LN56023,481597,12,active,2023-12-13,9,P027275,LtptPedL,M,"""ttOul City""",HSBAF4389M,05-07-1978
LN27918,303151,36,closed,2024-02-08,58,P027276,MMXONtCF,F,"""OvDwQ City""",HWZCE6784C,13-12-1978
LN24925,477630,36,default,2024-01-02,55,P027277,POzeJMVT,F,"""ujpTw City""",VMETH7595V,04-04-1974
LN91212,468153,24,active,2023-10-28,11,P027278,qEmQMqup,F,"""eAVWK City""",MYQKF6467D,23-01-1984
LN26878,297640,36,closed,2023-08-21,14,P027279,kQBkAYaj,F,"""nQvmp City""",ZFWHN3517B,01-01-1971
LN88363,74563,6,active,2021-03-02,82,P027280,BZBhfOSE,M,"""fVTOl City""",LBHVU8338O,15-10-2000
LN92901,472712,36,closed,2024-05-27,49,P027281,zWBsryfG,M,"""mNCnN City""",ZDVYL5676S,18-12-1975
LN25787,398706,12,default,2020-01-02,65,P027282,mtsUcKKB,F,"""dEFJR City""",XKTZI9260B,20-09-1997
LN16442,370280,12,default,2023-05-16,83,P027283,rqdFXlHq,F,"""BIROD City""",ICJTE5284L,20-03-1974
LN68689,416614,6,default,2023-01-14,75,P027284,yPOkOKSS,M,"""YTEsQ City""",BWMYC3013A,03-02-1998
LN77819,359168,6,closed,2022-09-24,82,P027285,xNpCuVpY,M,"""KjDfA City""",BQFJX7136C,06-01-1979
LN74230,419813,12,active,2021-04-21,65,P027286,kGsTZGrx,F,"""KNbft City""",PAOSZ1462B,08-03-1997
LN86208,449699,24,default,2022-06-15,11,P027287,QVElEozn,F,"""pbzAO City""",TRWDT2483Q,17-10-1977
LN12679,33782,36,closed,2023-05-03,31,P027288,poIrYJGm,F,"""gUATw City""",JWMVE8968E,26-02-1998
LN63714,185438,6,active,2021-09-02,36,P027289,dDofVSUm,M,"""rKUoO City""",JWUEV9188V,14-11-1986
LN58852,189364,24,closed,2020-08-18,51,P027290,hHWqBPuS,F,"""umMsy City""",HYETQ2785Q,02-09-2001
LN16356,64034,6,closed,2023-04-21,80,P027291,vziOccpa,M,"""QQDGg City""",LJUTV7258S,13-05-1990
LN58902,247462,24,default,2021-03-16,82,P027292,ptyxaNhW,F,"""HzQyo City""",XRZTK3487W,17-03-1970
LN43472,401276,12,closed,2023-08-03,18,P027293,TcgMpTEc,F,"""lTbtw City""",BOMKN9030W,04-12-1989
LN43372,354710,24,closed,2021-05-19,48,P027294,WalLVcRS,F,"""GXlSL City""",WPERV2687Y,02-04-1993
LN54646,319967,6,active,2020-05-21,9,P027295,fKKygkyO,F,"""IZHXI City""",GLRPW2655Q,01-01-1998
LN89120,463551,6,default,2021-05-18,89,P027296,KBcWLQnI,F,"""LNJEr City""",SNSDH6508X,02-03-1983
LN43040,180309,12,active,2021-09-18,48,P027297,EnRZyoDn,M,"""bfNzv City""",TWMKJ5165V,23-02-1985
LN98759,365636,12,default,2022-11-27,15,P027298,PrtsZzcz,M,"""PwKDR City""",IUGRP6369O,24-02-2004
LN95808,38528,24,active,2021-11-21,80,P027299,aJqwKwFC,F,"""PvqTn City""",KJIGH1981J,26-04-1999
LN74717,381188,6,active,2021-05-22,19,P027300,ErHmUvwQ,M,"""OhdsO City""",CWSIM3994E,03-05-1974
LN73024,15325,36,default,2023-02-28,7,P027301,ZoucQYdt,F,"""dREkM City""",DYIUK5928D,17-06-2004
LN35214,292616,36,closed,2022-08-26,8,P027302,wJEeaKSs,M,"""ZtDBf City""",LDGBZ6144B,17-11-2003
LN90321,279832,24,default,2021-08-02,79,P027303,waxhTleU,M,"""UTAMX City""",IGIQT5173Y,19-02-1979
LN72246,161255,6,default,2024-09-21,61,P027304,umWeXdfy,M,"""gAAqw City""",AEWGR2443K,02-06-1991
LN68561,479954,12,default,2022-05-23,18,P027305,tKJTSCFx,F,"""cZLOL City""",BPGTT1358L,08-04-1992
LN36034,38591,36,active,2022-01-21,71,P027306,MGIlwiWP,M,"""rOQHW City""",DVMZG9829R,28-09-1997
LN75571,364077,24,default,2022-07-25,29,P027307,hkwVkuDu,M,"""UvOVE City""",ABMNQ5556O,18-01-1974
LN91883,343401,6,closed,2020-02-15,19,P027308,CWMddofJ,M,"""nmIqt City""",WNGWN9769E,15-11-1987
LN74572,217722,12,default,2020-11-07,67,P027309,jAuVIowl,M,"""oyBBE City""",MMCGQ8682J,17-12-1994
LN91473,367832,24,default,2020-07-01,15,P027310,tpvVukWK,F,"""jGaWg City""",CRDRH4190N,27-02-1991
LN49380,23433,36,active,2024-09-06,22,P027311,CIsHLRnK,M,"""SgYxa City""",FLCYB9284X,22-02-2002
LN62740,358674,6,closed,2024-01-21,62,P027312,rcrrxRWV,F,"""Asjmh City""",EATMJ3337P,17-12-1977
LN30069,27589,36,closed,2023-12-04,72,P027313,JIIVfVyQ,F,"""AAQVR City""",CZIIT5457O,26-03-1978
LN16466,160583,6,active,2022-02-20,71,P027314,vWzPnIPz,F,"""HmUtj City""",MAXEP2427E,08-02-1977
LN48057,278868,6,active,2020-05-14,9,P027315,IBdqTTdP,M,"""Aokrd City""",ZMHNF7647M,14-03-1978
LN91866,100173,12,active,2024-04-04,43,P027316,ziwTapIj,M,"""jmffl City""",TILMS9485L,27-06-1998
LN67355,307669,36,active,2023-05-10,33,P027317,feBDddFT,M,"""RsFzx City""",ZECDD6050P,01-03-2000
LN53955,477955,24,default,2020-05-15,2,P027318,PGDZaZKx,M,"""Hfbvg City""",FNDDS9471Y,15-03-1975
LN52959,482853,6,default,2020-01-09,29,P027319,HquznKpY,F,"""yWsOV City""",IWDWK9268Q,27-01-1998
LN98857,451989,24,active,2024-01-01,54,P027320,kTkWofcx,F,"""PVrRE City""",PYRJQ5064O,04-05-2003
LN86740,315343,12,default,2024-03-22,9,P027321,GbVOlurV,M,"""mdjjk City""",NVVDC8994K,22-09-2004
LN56803,462709,24,active,2023-02-11,60,P027322,AMeQWNIL,F,"""yOOLJ City""",ZYQWI9973A,27-07-1993
LN21691,437518,12,closed,2023-02-03,31,P027323,UeLyoesH,M,"""ewXIG City""",JEUMD8591M,06-04-1992
LN62802,243142,6,active,2022-08-19,18,P027324,JqSDqSEe,F,"""LKDyb City""",LAHTP9894X,24-06-1982
LN13032,361054,6,active,2024-05-05,56,P027325,XjljHdaA,M,"""wsUsr City""",OIPWY8791I,03-01-1975
LN56602,357252,24,closed,2024-05-16,78,P027326,dSUtglGt,M,"""qNBee City""",OETOR4543Z,01-04-2001
LN21248,63715,12,closed,2021-11-25,46,P027327,mzzraQiE,M,"""fEdNh City""",KUUKR3725K,05-04-2003
LN52562,235778,6,default,2023-02-10,23,P027328,ArBWpVTK,F,"""PmxOu City""",DAHHR5973S,07-02-2002
LN23747,150286,6,default,2022-03-26,45,P027329,TzKNTWdL,M,"""nYaHY City""",LAKSE1439S,13-06-1982
LN88649,226835,6,default,2023-10-16,39,P027330,nVrtpAhT,M,"""pxRVc City""",DTSXW4212H,05-07-1986
LN17985,349218,36,active,2020-09-05,79,P027331,iXmcWRKz,F,"""FrRFU City""",ACTAS3366W,23-08-2003
LN14079,143815,12,default,2021-04-05,78,P027332,tyXCbQkF,F,"""mlIid City""",HVARC5416M,07-06-1970
LN32839,100227,12,closed,2022-12-02,5,P027333,mjYdSPrS,M,"""AlNjR City""",PKHOP7624G,23-10-2000
